,type,registration,operator,country,cat,new_date,new_fatalities
376,Junkers Ju-52/3mce,CB-18,LAB,Bolivia,A1,2037-12-15,8
377,Junkers Ju-52/3mte,D-ABUR,Deutsche Lufthansa,Germany,A1,2038-01-04,6
378,Lockheed 14-H Super Electra,NC17388,Northwest Airlines,USA,A1,2038-01-10,10
379,Sikorsky S-42B,NC16734,Pan Am,Pacific Ocean,A1,2038-01-11,7
380,Junkers Ju-52/3m,CCCP-L3930,AviaciÃ³n Nacional,Spain,A1,2038-01-13,6
381,Consolidated PBY-2 Catalina,463,US Navy,USA,A1,2038-02-02,3
382,Consolidated PBY-2 Catalina,462,US Navy,USA,A1,2038-02-02,7
383,Junkers Ju-90V1,D-AALU,Junkers,Germany,A1,2038-02-07,1
384,LiorÃ©-et-Olivier H.242/1,F-ANPB,Air France,France,A1,2038-02-09,7
385,CANT Z.506,I-ORIA,Ala Littoria,Mediterranean Sea,A1,2038-02-13,14
386,Junkers Ju-52/3mge,D-APAR,Deutsche Lufthansa,France,A1,2038-02-22,3
387,Fokker F.XX,EC-45-E,LAPE,Spain,U1,1938-02-01,6
388,Douglas DC-2-112,NC13789,TWA,USA,A1,2038-03-01,9
389,Potez 62,F-ANQR,Air France,India,A1,2038-03-07,7
390,Tupolev G-2,CCCP-N210,Polyarnaya Aviatsiya,Russia,A1,2038-03-17,0
391,Dewoitine D.338,F-AQBB,Air France,France,A1,2038-03-23,8
392,WM Fokker F.VIIIb,HA-FND,Malert,Hungary,A1,2038-03-28,6
393,Junkers Ju-52/3m,I-BEZI,Ala Littoria,Italy,A1,2038-03-30,0
394,Sikorsky S-43B,NC16932,Pan Am,Jamaica,A1,2038-04-25,0
395,Savoia-Marchetti S.73,I-MEDA,Ala Littoria,Italy,A1,2038-04-30,19
396,Ford 5-AT-C Tri-Motor,3,LAN Chile,Chile,U1,2038-05-10,0
397,Ford 5-AT-DS Tri-Motor,C-60,SCADTA,Colombia,A1,2038-05-13,0
398,Lockheed 14-H2 Super Electra,NC17394,Northwest Airlines,USA,A1,2038-05-16,9
399,Curtiss T-32C Condor II,1,LAN Chile,Chile,A1,2038-05-22,6
400,Junkers Ju-52/3mge,PP-CBC,Syndicato Condor,Brazil,A1,2038-05-22,6
401,Douglas DST-A-207A (DC-3),NC18108,United Airlines,USA,A1,2038-05-24,10
402,Douglas DC-2-118A,NC14272,Panagra,Chile,A1,2038-06-19,4
403,Junkers Ju-52/3mge,OA-HHB,Deutsche Lufthansa Sucursal PerÃº,Peru,A1,2038-06-26,7
404,Curtiss YC-30 Condor II,33-321,USAAC,USA,A1,2038-07-02,0
405,Lockheed 14-H Super Electra,NC17383,Northwest Airlines,USA,A1,2038-07-08,1
406,Savoia-Marchetti S-66,I-VOLO,Ala Littoria,Mediterranean Sea,A1,2038-07-14,20
407,Douglas DC-3-228,NC18114,Pan Am,Argentina,A1,2038-07-15,1
408,Junkers Ju-52/3mge,XXI,Eurasia,China,A1,2038-07-16,6
409,Lockheed 14-H Super Electra,SP-BNG,LOT,Romania,A1,2038-07-22,14
410,A.W. AW.15 Atalanta,G-ABTG,Imperial Airways,Kenya,A1,2038-07-27,4
411,Martin M-130,NC14714,Pan Am,Pacific Ocean,A1,2038-07-28,15
412,WM Fokker F.VIIIb,HA-FNC,Malert,Hungary,A1,2038-08-10,12
413,Ford 5-AT-C Tri-Motor,NC8413,Private,USA,O1,2038-08-11,0
414,Savoia-Marchetti S.73,OK-BAG,CSA,Germany,A1,2038-08-13,17
415,Junkers Ju-52/3mfe,PP-CAT,Syndicato Condor,Brazil,A1,2038-08-15,9
416,Lockheed 14-H Super Electra,SP-BNJ,LOT,Romania,A1,2038-08-18,0
417,Macchi M.C.94-II,I-NILO,Macchi,Italy,A1,2038-08-18,13
418,Junkers Ju-52/3m,C9-STD,AviaciÃ³n Nacional,Spain,A1,2038-08-20,6
419,Douglas DC-2-221,32,CNAC,China,C2,2038-08-24,14
420,Ford 5-AT-D Tri-Motor,NC435H,Johnson Flying Service,USA,A1,2038-09-03,0
421,CANT Z.506C,I-DENO,Ala Littoria,Spain,A1,2038-09-07,6
422,Short Sunderland I,L2162,RAF,U.K.,A1,2038-09-20,2
423,Junkers Ju-52/3m,D-AMOK,German AF,Germany,A1,2038-09-29,1
424,Junkers Ju-52/3mte,D-AVFB,Deutsche Lufthansa,Switzerland,A1,2038-10-01,13
425,Junkers G.24,PP-CAB,Syndicato Condor,Brazil,A1,2038-10-01,0
426,Sabca Savoia-Marchetti S.73P,OO-AGT,Sabena,Germany,A1,2038-10-10,20
427,Douglas DC-2-112,NC13735,Eastern Air Lines,USA,A1,2038-10-18,0
428,Ford 4-AT-B Tri-Motor,NC7865,Private,USA,A1,2038-10-20,1
429,Douglas DC-2-210,VH-UYC,ANA,Australia,A1,2038-10-25,18
430,DH.86 Express,G-ACZN,Jersey Airways,U.K.,A1,2038-11-04,14
431,Douglas DC-3,J-BDO.,Japan Air Transport,Japan,A1,2038-11-10,6
432,Douglas DC-3-194D,PH-ARY,KLM,Netherlands,A1,2038-11-14,6
433,Consolidated PBY-2 Catalina,482,US Navy,USA,A1,2038-11-18,2
434,Lockheed 14-H2 Super Electra,CF-TCL,TCAL,Canada,A1,2038-11-18,2
435,Lockheed 14-WF62 Super Electra,G-AFGO,British Airways,U.K.,A1,2038-11-22,2
436,Savoia-Marchetti SM-75C,I-TUON,Ala Littoria,Austria,A1,2038-11-22,4
437,Junkers Ju-52/3m,N58JH,German AF,Germany,A1,2038-11-25,4
438,Junkers Ju-90V2,D-AIVI,Deutsche Lufthansa,Gambia,A1,2038-11-26,12
439,Short S.23 Empire Flying Boat Mk I,G-AETW,Imperial Airways,Iraq,A1,2038-11-27,4
440,Douglas DC-3A-191,NC16066,United Airlines,USA,A1,2038-11-29,5
441,Junkers Ju-52/3mte,D-ANOY,Deutsche Lufthansa,Austria,A1,2038-12-02,0
442,DH.86 Express,G-ADCN,Imperial Airways,Thailand,U1,2038-12-03,6
443,Focke-Wulf Fw 200,D-ACON,Deutsche Lufthansa,Philippines,A1,2038-12-06,0
444,Nakajima/Douglas DC-2,J-BBOH,Imperial Japanese Airways,Japan,A1,2038-12-08,10
445,Lockheed 14-WF62 Super Electra,PH-APE,KLM,Netherlands,A1,2038-12-09,4
446,Lockheed 14-WG3B Super Electra,J-BDOB,Imperial Japanese Airways,China,A1,2038-12-10,6
447,Junkers Ju-52/3mge,HC-SAB,SEDTA,Ecuador,A1,2038-12-11,0
448,Douglas DC-2-115B,HB-ITA,Swissair,France,A1,2039-01-07,5
449,Lockheed 14-H Super Electra,NC17389,Northwest Airlines,USA,A1,2039-01-13,4
450,Junkers Ju-52/3mge,PP-CAY,Syndicato Condor,Brazil,A1,2039-01-13,10
451,Fokker F.XVIII,VQ-PAF,Commercial Aviation Company,Israel,A1,2039-01-13,0
452,Ford 5-AT-.  Tri-Motor,C-63,SCADTA,Colombia,A1,2039-01-17,4
453,Lockheed 14-H Super Electra,VH-ABI,Guinea Airways,Australia,A1,2039-01-18,4
454,Short S.23 Empire Flying Boat Mk II,G-ADUU,Imperial Airways,Atlantic Ocean,A1,2039-01-21,3
455,Junkers Ju-52/3m,JY-ACB,German AF,France,A1,2039-01-24,5
456,Potez 62,F-ANPJ,Air France,Germany,A1,2039-01-27,6
457,Fokker F.XVIII,BF,Spanish Republican AF,Spain,O1,2039-02-06,6
458,Junkers Ju-52/3m,CCCP-62489,AviaciÃ³n Nacional,Spain,A1,2039-02-13,6
459,Sikorsky S-42A,NC15376,Pan Am,Puerto Rico,A2,2039-02-19,0
460,Junkers Ju-52/3mge,D-ALUS,Reichsluftfahrtministerium,France,A1,2039-02-24,12
461,Ford 6-AT-AS Tri-Motor,CF-BEP,Yukon Southern Air Transport,Canada,O1,2039-03-02,0
462,Junkers Ju-52/3m,C3+OH,AviaciÃ³n Nacional,Spain,A1,2039-03-05,6
463,Junkers Ju-52/3mge,XXIII,Eurasia,China,A1,2039-03-12,4
464,Short S.23 Empire Flying Boat Mk I,G-ADUY,"Imperial Airways, op.for Qantas Empire Airways",Indonesia,A1,2039-03-12,0
465,Junkers Ju-52/3mge,OO-AUA,Sabena,Belgium,A1,2039-03-14,3
466,Boeing S.307 Stratoliner,NX19901,Boeing,USA,A1,2039-03-18,10
467,Douglas DC-2-112,NC13727,Braniff Airways,USA,A1,2039-03-26,8
468,Junkers Ju-52/3mge,M-CABD,Iberia,Spain,A1,2039-03-29,6
469,Lockheed 14-WG3B Super Electra,J-BDOQ,Imperial Japanese Airways,Japan,A1,1939-03-01,6
470,Ford 5-AT-B Tri-Motor,LG-AAH,TACA Guatemala,Honduras,O1,1939-03-01,0
471,Ford 5-AT-C Tri-Motor,NC8411,South American Gulf Oil Co.,Colombia,A1,2039-04-15,2
472,Junkers Ju-52/3m,R7034,German AF,Germany,A1,2039-04-24,6
473,Junkers Ju-52/3m,ZS-AST,German AF,Germany,A1,2039-04-29,5
474,Fokker F.VIII,YV-AFO,Venezuelan Government,Venezuela,A1,1939-04-01,0
475,Short S.23 Empire Flying Boat Mk I,G-ADVD,Imperial Airways,Mozambique,A1,2039-05-01,2
476,Dewoitine D.338,F-ARIC,Air France,Morocco,A1,2039-05-02,9
477,Consolidated PBY-4 Catalina,1234,US Navy,USA,A1,2039-05-03,6
478,Junkers Ju-52/3m,XVII,Eurasia,China,C1,2039-05-06,0
479,Lockheed 14-WG3B Super Electra,J-BCOZ,Imperial Japanese Airways,Japan,A1,2039-05-17,6
480,Douglas DC-2-192,PK-ALV,Chinese Government,China,C1,1939-05-01,0
481,A.W. AW.15 Atalanta,G-ABTH,Imperial Airways,Egypt,A1,2039-06-01,6
482,Short Sunderland I,L5801,RAF,Singapore,A1,2039-06-05,4
483,Douglas DC-2-115E,PH-AKN,KLM,Netherlands,A2,2039-06-06,1
484,Short S.23 Empire Flying Boat Mk I,G-ADVE,Imperial Airways,India,A1,2039-06-12,0
485,Short S.30 Empire Flying Boat,G-AFCW,Imperial Airways,Atlantic Ocean,O1,2039-06-19,0
486,DH.86A Express,L7596,RAF,U.K.,A1,2039-07-29,0
487,Junkers Ju-52/3mte,D-ANJH,Deutsche Lufthansa,Myanmar,U1,2039-08-03,0
488,Junkers Ju-52/3mte,D-AUJG,Deutsche Lufthansa,Spain,A1,2039-08-04,7
489,Lockheed 14-WF62 Super Electra,G-AFGN,Imperial Airways,France,A1,2039-08-11,0
490,Sikorsky S-43B,NC16933,Pan Am,Brazil,A1,2039-08-13,14
491,Savoia-Marchetti SM-75,I-LOVE,Ala Littoria,Italy,A1,2039-08-24,6
492,Junkers F.24kay (G.24),D-ULIS,Deutsche Lufthansa,Germany,A1,2039-08-24,2
493,Junkers Ju-52/3mte,D-AFOP,Deutsche Lufthansa,Germany,A1,2039-08-30,7
494,Junkers Ju-52/3m,NC9554,German AF,Germany,A1,2039-08-31,4
495,Vickers Valentia,K2345,RAF,U.K.,A1,2039-09-05,0
496,Junkers Ju-52/3m,WL-AGZG,German AF,Germany,C1,2039-09-05,9
497,Short Sunderland I,N6135,RAF,U.K.,A1,2039-09-10,0
498,Junkers Ju-52/3m,2D+PH,German AF,Germany,A1,2039-09-13,6
499,Short Sunderland I,L2165,RAF,U.K.,A1,2039-09-18,10
500,Junkers Ju-52/3m,5N-ANX,German AF,Germany,A1,2039-09-22,13
501,Junkers Ju-52/3m,G6+CZ,German AF,Poland,C1,2039-09-25,6
502,Douglas DC-2-210,VH-UYB,ANA,Australia,A2,2039-09-28,0
503,Junkers Ju-52/3mg4c,G6+KO,German AF,Germany,A1,2039-10-09,7
504,Junkers Ju-52/3m,PT-FSE,German AF,Germany,A1,2039-10-10,6
505,Short Sunderland I,N9045,RAF,U.K.,A1,2039-10-13,0
506,Caproni Ca.133,I-DIRE,Ala Littoria,Djibouti,A1,2039-10-13,0
507,Short Sunderland I,N9030,RAF,U.K.,A1,2039-10-15,4
508,Savoia-Marchetti S.73,I-IESI ?,Ala Littoria,Spain,A1,2039-10-17,15
509,Handley Page HP.42W,G-AAXD,Imperial Airways,U.K.,A1,2039-11-07,0
510,Junkers Ju-52/3m,22-104,Spanish AF,Spain,A1,2039-11-10,7
511,Junkers Ju-52/3mge,T-166,Argentine AF,Argentina,A2,2039-11-15,0
512,Junkers Ju-52/3m,22-94,Spanish AF,Morocco,A1,2039-11-17,10
513,Junkers Ju-52/3mlu,I-BAUS,Ala Littoria,Germany,A1,2039-12-04,5
514,Junkers Ju-52/3m,M-CABA,Iberia,Gibraltar,A1,2039-12-18,10
515,Lockheed 14-WF62 Super Electra,G-AFYU,British Airways,Mediterranean Sea,A1,2039-12-21,5
516,Lockheed 14-WF62 Super Electra,G-AFMO,British Airways,U.K.,A1,2040-01-15,0
517,Lockheed 14-WF62 Super Electra,PK-AFO,KNILM,Indonesia,A1,2040-01-22,8
518,Ford 4-AT-E Tri-Motor,NC5092,White Pass Airways,Canada,A1,2040-01-30,0
519,Nakajima/Douglas DC-2,J-BBOT,Imperial Japanese Airways,Japan,A1,2040-02-05,0
520,Savoia-Marchetti SM-75,I-LEAL,Ala Littoria,Italy,A1,2040-02-10,10
521,Ford 5-AT-.  Tri-Motor,AN-AA.,TACA de Nicaragua,Nicaragua,A1,2040-02-20,0
522,Ford 5-AT-C Tri-Motor,TI-33,TACA,Costa Rica,A1,2040-02-25,6
523,Handley Page HP.42E,G-AAGX,Imperial Airways,Indian Ocean,A1,2040-03-01,8
524,Bloch 220,F-AOHA,Air France,France,A1,2040-03-03,3
525,Ford 5-AT-B Tri-Motor,XA-BCW,Mexicana,Mexico,A1,2040-03-05,0
526,DH.86B Express,VH-UYW,private,P.N. Guinea,A1,2040-03-15,6
527,Savoia-Marchetti S.73,I-SUTO,ALI,Italy,A1,2040-03-16,14
528,Handley Page HP.42W,G-AAXC,Imperial Airways,U.K.,O1,2040-03-19,0
529,Handley Page HP.42W,G-AAUD,Imperial Airways,U.K.,O1,2040-03-19,0
530,Douglas DC-2-112,NC13786,TWA,USA,A1,2040-04-03,0
531,Junkers Ju-52/3m,NAF911,German AF,France,A1,2040-04-07,9
532,Short Sunderland,L2167,RAF,Norway,C1,2040-04-09,9
533,Junkers Ju-52/3m,42-6471,German AF,Denmark,A1,2040-04-09,8
534,Junkers Ju-52/3m,NG+VD,German AF,Norway,C1,2040-04-09,1
535,Junkers Ju-52/3m,144260,German AF,Germany,A1,2040-04-12,2
536,Junkers Ju-52/3m,43-16066,German AF,Germany,A1,2040-04-12,0
537,Junkers Ju-52/3m,1Z+FM,German AF,Denmark,A2,2040-04-13,3
538,Junkers Ju-52/3mg4e,SE+JZ,German AF,Norway,A1,2040-04-13,0
539,Junkers Ju-52/3mg4e,CN+BS,German AF,Norway,A1,2040-04-13,0
540,Junkers Ju-52/3m,NG+BU,German AF,Norway,C1,2040-04-13,6
541,Junkers Ju-52/3m,KB+QV,German AF,Norway,A1,2040-04-13,6
542,Junkers Ju-52/3m,43-49762,German AF,Norway,A1,2040-04-13,6
543,Junkers Ju-52/3mg4e,DB+JY,German AF,Norway,A1,2040-04-13,6
544,Junkers Ju-52/3m,1Z+..,German AF,Norway,C1,2040-04-14,1
545,Junkers Ju-52/3m,1Z+AT,German AF,Norway,A1,2040-04-14,6
546,Junkers Ju-52/3m,1Z+GS,German AF,Norway,C1,2040-04-14,3
547,Junkers Ju-52/3m,.. + ..,German AF,Norway,A1,2040-04-14,6
548,Junkers Ju-52/3m,1Z+MN,German AF,Norway,A1,2040-04-14,0
549,Junkers Ju-52/3m,1Z+CC,German AF,Norway,A1,2040-04-14,0
550,Junkers Ju-52/3mg4e,SE+HU,German AF,Sweden,A2,2040-04-14,6
551,Junkers Ju-52/3m,SE+H?,German AF,Sweden,A1,2040-04-14,3
552,Junkers Ju-52/3mg4e,1Z+IY,German AF,Norway,A1,2040-04-16,4
553,Junkers Ju-52/3mg3e,SE+HM,German AF,Sweden,A2,2040-04-16,0
554,Junkers Ju-52/3m,1Z+BC,German AF,Sweden,A1,2040-04-16,0
555,Junkers Ju-52/3m,BA+KK,German AF,Norway,A1,2040-04-16,17
556,Junkers Ju-52/3m,IZ+FT,German AF,Norway,A1,2040-04-17,17
557,Junkers Ju-52/3m,SE+KC,German AF,Sweden,A2,2040-04-17,6
558,Lockheed 14-WF62 Super Electra,G-AFKD,BOAC,U.K.,A1,2040-04-22,3
559,Junkers Ju-52/3m,F-BHEJ,German AF,Norway,A1,2040-04-29,0
560,Junkers Ju-52/3m,N38JA,German AF,Norway,A1,2040-04-29,0
561,DH.86B Express,OH-IPA,Finnish AF,Finland,A1,2040-05-02,0
562,Junkers Ju-52/3m,3D-OHM,German AF,Netherlands,A1,2040-05-10,6
563,Junkers Ju-52/3m,JA8246,German AF,Netherlands,A1,2040-05-10,6
564,Junkers Ju-52/3m,RA-47356,German AF,Netherlands,A1,2040-05-10,6
565,Junkers Ju-52/3m,GS+AJ,German AF,Netherlands,A1,2040-05-10,6
566,Junkers Ju-52/3m,9Y-TGJ,German AF,Netherlands,A1,2040-05-10,6
567,Junkers Ju-52/3m,AR+EB,German AF,Netherlands,A1,2040-05-10,6
568,Junkers Ju-52/3m,MM52-6014,German AF,Netherlands,A1,2040-05-10,6
569,Junkers Ju-52/3m,H4+BJ,German AF,Netherlands,A1,2040-05-10,6
570,Junkers Ju-52/3m,G6+VK,German AF,Netherlands,A1,2040-05-10,6
571,Junkers Ju-52/3m,G6+MK,German AF,Netherlands,A1,2040-05-10,6
572,Junkers Ju-52/3m,G6+HK,German AF,Netherlands,A1,2040-05-10,6
573,Junkers Ju-52/3m,9P+BH,German AF,Netherlands,A1,2040-05-10,6
574,Junkers Ju-52/3m,EI-ACF,German AF,Netherlands,A1,2040-05-10,6
575,Junkers Ju-52/3m,VT-ATU,German AF,Netherlands,A1,2040-05-10,6
576,Junkers Ju-52/3m,N854U,German AF,Netherlands,A1,2040-05-10,6
577,Junkers Ju-52/3m,N504AS,German AF,Netherlands,A1,2040-05-10,6
578,Junkers Ju-52/3m,U4+ZK,German AF,Netherlands,A1,2040-05-10,6
579,Junkers Ju-52/3m,IM-1719,German AF,Netherlands,A1,2040-05-10,6
580,Junkers Ju-52/3m,FL511,German AF,Netherlands,A1,2040-05-10,6
581,Junkers Ju-52/3m,151890,German AF,Netherlands,A1,2040-05-10,6
582,Junkers Ju-52/3m,CCCP-70836,German AF,Netherlands,A1,2040-05-10,6
583,Junkers Ju-52/3m,NG+VY,German AF,Netherlands,A1,2040-05-10,6
584,Junkers Ju-52/3m,PA-54,German AF,Netherlands,A1,2040-05-10,6
585,Junkers Ju-52/3m,KJ957,German AF,Netherlands,A1,2040-05-10,6
586,Junkers Ju-52/3m,43-15380,German AF,Netherlands,A1,2040-05-10,6
587,Junkers Ju-52/3m,F-FARI,German AF,Netherlands,A1,2040-05-10,6
588,Junkers Ju-52/3m,C-GQBH,German AF,Netherlands,A1,2040-05-10,6
589,Junkers Ju-52/3m,TC-JBG,German AF,Netherlands,A1,2040-05-10,6
590,Junkers Ju-52/3m,OO-AGS,German AF,Netherlands,A1,2040-05-10,6
591,Douglas DC-3-194F,PH-AST,KLM,Netherlands,C1,2040-05-10,0
592,Douglas DC-3-194F,PH-ASP,KLM,Netherlands,C1,2040-05-10,0
593,Douglas DC-3-194D,PH-ARX,KLM,Netherlands,C1,2040-05-10,0
594,Douglas DC-3-194B,PH-ALU,KLM,Netherlands,C1,2040-05-10,0
595,Douglas DC-2-115L,PH-ALD,KLM,Netherlands,C1,2040-05-10,0
596,Douglas DC-2-115E,PH-AKN,KLM,Netherlands,C1,2040-05-10,0
597,Junkers Ju-52/3m,NC91077,German AF,Netherlands,A1,2040-05-10,6
598,Douglas DC-2-115E,PH-AKO,KLM,Netherlands,C1,2040-05-10,0
599,Douglas DC-2-115E,PH-AKP,KLM,Netherlands,C1,2040-05-10,0
600,Douglas DC-2-115E,PH-AKK,KLM,Netherlands,C1,2040-05-10,0
601,Fokker F.VIIIa,951,Netherlands AF,Netherlands,C1,2040-05-10,0
602,Junkers Ju-52/3m,1Z+LU,German AF,Netherlands,A1,2040-05-10,0
603,Junkers Ju-52/3m,1Z+AZ,German AF,Netherlands,A1,2040-05-10,3
604,Junkers Ju-52/3m,1Z+KX,German AF,Netherlands,A1,2040-05-10,0
605,Junkers Ju-52/3m,42-96761,German AF,Netherlands,A1,2040-05-10,6
606,Junkers Ju-52/3m,OO-FFB,German AF,Netherlands,A1,2040-05-10,6
607,Junkers Ju-52/3m,RA-40845,German AF,Netherlands,A1,2040-05-10,6
608,Junkers Ju-52/3m,135594,German AF,Netherlands,A1,2040-05-10,6
609,Junkers Ju-52/3m,5X-GBR,German AF,Netherlands,A1,2040-05-10,6
610,Junkers Ju-52/3m,PT-WAV,German AF,Netherlands,A1,2040-05-10,6
611,Junkers Ju-52/3m,42-3568,German AF,Netherlands,A1,2040-05-10,6
612,Junkers Ju-52/3m,D-CCCC,German AF,Netherlands,A1,2040-05-10,6
613,Junkers Ju-52/3m,SU-AOC,German AF,Netherlands,A1,2040-05-10,6
614,Junkers Ju-52/3m,XV-NUI,German AF,Netherlands,A1,2040-05-10,6
615,Junkers Ju-52/3m,CCCP-87544,German AF,Netherlands,A1,2040-05-10,6
616,Junkers Ju-52/3m,42-23642,German AF,Netherlands,A1,2040-05-10,6
617,Junkers Ju-52/3m,NC9716,German AF,Netherlands,A1,2040-05-10,6
618,Junkers Ju-52/3m,NC7416,German AF,Netherlands,A1,2040-05-10,6
619,Junkers Ju-52/3m,CCCP-87719,German AF,Netherlands,A1,2040-05-10,6
620,Junkers Ju-52/3m,F-BHEL,German AF,Netherlands,A1,2040-05-10,6
621,Junkers Ju-52/3m,LT-910,German AF,Netherlands,A1,2040-05-10,6
622,Junkers Ju-52/3m,RP-C941,German AF,Netherlands,A1,2040-05-10,6
623,Junkers Ju-52/3m,42-107300,German AF,Netherlands,A1,2040-05-10,6
624,Junkers Ju-52/3m,42-101038,German AF,Netherlands,A1,2040-05-10,6
625,Junkers Ju-52/3m,HZ-AAZ,German AF,Netherlands,A1,2040-05-10,6
626,Junkers Ju-52/3m,PH-TEN,German AF,Netherlands,A1,2040-05-10,6
627,Junkers Ju-52/3m,CCCP-L4359,German AF,Netherlands,A1,2040-05-10,6
628,Junkers Ju-52/3m,PI-C1022,German AF,Netherlands,A1,2040-05-10,6
629,Junkers Ju-52/3m,VT-DXM,German AF,Netherlands,A1,2040-05-10,6
630,Junkers Ju-52/3m,G-AGSS,German AF,Netherlands,A1,2040-05-10,6
631,Junkers Ju-52/3m,8169,German AF,Netherlands,A1,2040-05-10,6
632,Junkers Ju-52/3m,41-7827,German AF,Netherlands,A1,2040-05-10,6
633,Junkers Ju-52/3m,UP-A0273,German AF,Netherlands,A1,2040-05-10,6
634,Junkers Ju-52/3m,SP-LTF,German AF,Netherlands,A1,2040-05-10,6
635,Junkers Ju-52/3m,G-APAZ,German AF,Netherlands,A1,2040-05-10,6
636,Junkers Ju-52/3m,42-23498,German AF,Netherlands,A1,2040-05-10,6
637,Junkers Ju-52/3m,OK-ZDN,German AF,Netherlands,A1,2040-05-10,6
638,Junkers Ju-52/3m,483,German AF,Netherlands,A1,2040-05-10,6
639,Junkers Ju-52/3m,XK663,German AF,Netherlands,A1,2040-05-10,6
640,Junkers Ju-52/3m,N855NW,German AF,Netherlands,A1,2040-05-10,6
641,Junkers Ju-52/3m,42-107365,German AF,Netherlands,A1,2040-05-10,6
642,Junkers Ju-52/3m,N844TA,German AF,Netherlands,A1,2040-05-10,6
643,Junkers Ju-52/3m,HZ-AAJ,German AF,Netherlands,A1,2040-05-10,6
644,Junkers Ju-52/3m,41-12308,German AF,Netherlands,A1,2040-05-10,6
645,Junkers Ju-52/3m,60-0373,German AF,Netherlands,A1,2040-05-10,6
646,Junkers Ju-52/3m,1101,German AF,Netherlands,A1,2040-05-10,6
647,Junkers Ju-52/3m,41-19494,German AF,Netherlands,A1,2040-05-10,6
648,Junkers Ju-52/3m,5W-FAB,German AF,Netherlands,A1,2040-05-10,6
649,Junkers Ju-52/3m,EC-BZR,German AF,Netherlands,A1,2040-05-10,6
650,Junkers Ju-52/3m,9Y-PBM,German AF,Netherlands,A1,2040-05-10,6
651,Junkers Ju-52/3m,N936ML,German AF,Netherlands,A1,2040-05-10,6
652,Junkers Ju-52/3m,XA-TUD,German AF,Netherlands,A1,2040-05-10,6
653,Junkers Ju-52/3m,RA-46524,German AF,Netherlands,A1,2040-05-10,6
654,Junkers Ju-52/3m,CCCP-L26/28,German AF,Netherlands,A1,2040-05-10,6
655,Junkers Ju-52/3m,41-38746,German AF,Belgium,A1,2040-05-10,6
656,Junkers Ju-52/3m,5N-AYJ,German AF,Belgium,C1,2040-05-10,6
657,Junkers Ju-52/3m,43-47972,German AF,Belgium,A1,2040-05-10,6
658,Junkers Ju-52/3m,F-GHQB,German AF,Netherlands,A1,2040-05-10,6
659,Junkers Ju-52/3m,43-48760,German AF,Netherlands,A1,2040-05-10,6
660,Junkers Ju-52/3m,51-8021,German AF,Netherlands,A1,2040-05-10,6
661,Junkers Ju-52/3m,XT-805,German AF,Netherlands,A1,2040-05-10,6
662,Junkers Ju-52/3m,RA-46575,German AF,Netherlands,A1,2040-05-10,6
663,Junkers Ju-52/3m,N320JT,German AF,Netherlands,A1,2040-05-10,6
664,Junkers Ju-52/3m,6Y-JMO,German AF,Belgium,A1,2040-05-10,3
665,Junkers Ju-52/3m,CCCP-70880,German AF,Netherlands,A1,2040-05-10,6
666,Junkers Ju-52/3m,11007,German AF,Netherlands,A1,2040-05-10,6
667,Junkers Ju-52/3m,41-38761,German AF,Netherlands,C1,2040-05-10,4
668,Junkers Ju-52/3m,UN-76435,German AF,Netherlands,A1,2040-05-10,6
669,Junkers Ju-52/3m,HC-AMC,German AF,Netherlands,A1,2040-05-10,6
670,Junkers Ju-52/3m,N815D,German AF,Netherlands,A1,2040-05-10,6
671,Junkers Ju-52/3m,HK-2213,German AF,Netherlands,A1,2040-05-10,6
672,Junkers Ju-52/3m,8434,German AF,Netherlands,A1,2040-05-10,6
673,Junkers Ju-52/3m,LN-IAV,German AF,Netherlands,A1,2040-05-10,6
674,Junkers Ju-52/3m,KN556,German AF,Netherlands,A1,2040-05-10,6
675,Junkers Ju-52/3m,59 blue,German AF,Netherlands,A1,2040-05-10,6
676,Junkers Ju-52/3m,B-2029,German AF,Netherlands,A1,2040-05-10,6
677,Junkers Ju-52/3m,YS-09C,German AF,Netherlands,A1,2040-05-10,6
678,Junkers Ju-52/3m,42-23616,German AF,Netherlands,A1,2040-05-10,6
679,Junkers Ju-52/3m,NC33328,German AF,Netherlands,A1,2040-05-10,6
680,Junkers Ju-52/3m,41-24739,German AF,Netherlands,A1,2040-05-10,6
681,Junkers Ju-52/3m,HK-516,German AF,Netherlands,A1,2040-05-10,6
682,Junkers Ju-52/3m,N12557,German AF,Netherlands,A1,2040-05-10,6
683,Junkers Ju-52/3m,MM65037,German AF,Netherlands,A1,2040-05-10,6
684,Junkers Ju-52/3m,149814,German AF,Netherlands,A1,2040-05-10,6
685,Junkers Ju-52/3m,VT-EJT,German AF,Netherlands,A1,2040-05-10,6
686,Junkers Ju-52/3m,CCCP-26009,German AF,Netherlands,A1,2040-05-10,6
687,Junkers Ju-52/3m,CCCP-46809,German AF,Netherlands,A1,2040-05-10,6
688,Junkers Ju-52/3m,39100,German AF,Netherlands,A1,2040-05-10,6
689,Junkers Ju-52/3m,PT-LEM,German AF,Netherlands,A1,2040-05-10,6
690,Junkers Ju-52/3m,43-48911,German AF,Netherlands,A1,2040-05-10,6
691,Junkers Ju-52/3m,VHCDI,German AF,Netherlands,A1,2040-05-10,6
692,Junkers Ju-52/3m,TJX-AC,German AF,Netherlands,A1,2040-05-10,6
